,Unnamed: 0,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Payday Loan,Credit-Builder Loan,Mortgage Loan,Debt Consolidation Loan,Student Loan,Home Equity Loan,Auto Loan,Personal Loan,Not Specified,Credit_Score,Payment_of_Min_Amount
407,,3052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
409,,,,,,,,,59.0,3104.0,,,,,,,,,,,,,,,,,,,
410,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
414,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
415,,,,,,,,100.0,57.0,,,,,,,,,,,,,,,,,,,,
416,,,,,,,,,62.0,,,,4071.62,,,,,,,,,,,,,,,,
417,,,,,,,,,62.0,,,,4071.62,,,,,,,,,,,,,,,,
418,,,,,,,,,65.0,,,,4071.62,,,,,,,,,,,,,,,,
419,,,,,,,,,62.0,,,,4071.62,,,,,,,,,,,,,,,,
420,,,2592822.0,,,,,,62.0,,,,4071.62,,,,,,,,,,,,,,,,
421,,,,,,,,,62.0,,,,4071.62,,,,,,,,,,,,,,,,
422,,,,,,,,,64.0,,,,4071.62,,,,,,,,,,,,,,,,
423,,,,,,,,,62.0,,,,4071.62,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,940.3944828,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,10000.0,1157.857522,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,874.7145585,,,,,,,,,,,,
427,,,,,,,,100.0,,,,,,,,,,789.4419359,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,1162.421394,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,1184.899694,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,1120.751173,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,589.8279399,,,,,,,,,,,,
432,,,,,,514.0,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,81441.0,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,5342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,,,,,,,,,,,,,,,,,829.6035975,,,,,,,,,,,
449,,,,,,,,100.0,,,,,,,,,,874.4794398,,,,,,,,,,,
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,803.4807269,,,,,,,,,,,
452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,,,,,,,,,,,,,,,,,799.4042336,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,808.782961,,,,,,,,,,,
456,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
458,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
459,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
460,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
462,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
463,,,,,,,,,,,,,,,,485.750431,,,,,,,,,,,,,
464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,,,,,,5261.0,,62.0,,,,,,,,,,,,,,,,,,,,
473,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,
474,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,
475,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,
476,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,
477,,,,,,,,,67.0,,,,,,,,,,,,,,,,,,,,
478,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,
479,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,
480,,,,,,,,,,,,,4834.59,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,4834.59,,,,,,,,,,,,,,,,
482,,,,,,,3238.0,,,,,,4834.59,,,,,,,,,,,,,,,,
483,,,,,,,,,,,,,4834.59,,,,,,,,,,,,,,,,
484,,,,,,,,,,,,,4834.59,,,,10000.0,,,,,,,,,,,,
485,,,,,,,,,,,,,4834.59,,,,,,,,,,,,,,,,
486,,,,,,,,,,,,,4834.59,,,,,,,,,,,,,,,,
487,,,,,,,,,,,,,4834.59,,,,,,,,,,,,,,,,
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,1251.0,,,,,,,,,,,,,,,,,
504,,,,,,,,,,,,,,,,,,1023.886258,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,942.7407829,,,,,,,,,,,
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,,,,,,,,,,,,,,,,10000.0,1142.147936,,,,,,,,,,,
508,,,,,,,,,,,,,,,,,670.5779061,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,,936.8794295,,,,,,,,,,,
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,,,,,,,614.4651135,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,2607.0,100.0,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
519,,,,,,,,,,,,,,,,50812.0,,,,,,,,,,,,,
520,,,,,,943.0,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
530,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,4795.13,,,,,,,,,,,,,,,,
536,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,57.0,,,,,,,39347.0,,,,,,,,,,,,,
538,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,
539,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
540,,,,,,,,,57.0,,,,,,,3864.0,,,,,,,,,,,,,
541,,,,,,,,,57.0,,,,,,,,628.7091521,,,,,,,,,,,,
542,,,,,,,,,62.0,,,,,,,,,,,,,,,,,,,,
543,,4431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,64504.0,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,2724.0,,,,,,,,,,,,,,,,,,,,,,
560,,-500.0,,,,,,,,,,,,,,,573.4115905,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,1026.919211,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,1180.066234,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,1078.492575,,,,,,,,,,,
564,,,19257912.0,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,1293.505449,,878.7840309,,,,,,,,,,,
566,,,,,,,,,,,,,,,,1293.505449,893.3631575,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,1293.505449,,1057.458508,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,2657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,57516.0,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,2111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,57523.0,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
584,,,,,,,,,61.0,,29.52,,4984.82,,,,,,,,,,,,,,,,
585,,,,,,,,,65.0,,29.52,,4984.82,,,,,,,,,,,,,,,,
586,,,,,,,,,61.0,,31.52,,4984.82,,,,,,,,,,,,,,,,
587,,,,,,,,,61.0,,29.52,,4984.82,,,,,,,,,,,,,,,,
588,,,,,,,,,61.0,,29.52,,4984.82,,,,,,,,,,,,,,,,
589,,,,,,,,,61.0,,29.52,,4984.82,,,35788.0,,,,,,,,,,,,,
590,,,,,,,,,61.0,,29.52,,4984.82,,,,,,,,,,,,,,,,
591,,,,,,,,,61.0,,29.52,,4984.82,,,,,,,,,,,,,,,,
592,,,,,,262.0,,,,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,701.6599477,,,,,,,,,,,,
596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,35022.0,,790.3496192,,,,,,,,,,,
598,,,,,,,,,,,,,,,,44834.0,,,,,,,,,,,,,
599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,,1032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,22335783.0,,,,,,,,,,,,,,,,,,,,,,,,,,
603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,460.4272666,,,,,,,,,,,,,
607,,,,,,,,,,,,,,,,460.4272666,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,,,1224.0,,,,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,,,,,,389.3056725,,,,,,,,,,,,,
617,,,16367214.0,,,,,,,,,,,,,389.3056725,,,,,,,,,,,,,
618,,,,,,,,,,,,,,,,389.3056725,,803.9885701,,,,,,,,,,,
619,,,,,,,,,,,,,,,,389.3056725,10000.0,,,,,,,,,,,,
620,,,,,,,,,,,,,,,,389.3056725,,818.2430515,,,,,,,,,,,
621,,,,,,,,100.0,,,,,,,,389.3056725,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,389.3056725,717.8975299,,,,,,,,,,,,
623,,,,,,,,,,,,,,,,389.3056725,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,,,12371.0,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,29.21,,,,,,,,,,,,,,,,,,
634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,21524.0,,,,,,,,,,,,,
643,,,,,,,,,,183.0,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,,-500.0,,,,,,,,,,,,,,,,857.8262026,,,,,,,,,,,
649,,456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,,,,,,,,,,,,,,,,,,855.592976,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,1043.873612,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,863.3254437,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,904.4843319,,,,,,,,,,,
654,,5717.0,,,,,,,,,,,,,,,1038.70094,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,961.6680465,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,,,,,,809.0,,,,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,834.1444379,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,1081.285394,,,,,,,,,,,
666,,,,,,,,,,,,,,,,662.7777405,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,662.7777405,,1103.544143,,,,,,,,,,,
668,,,,,,,,,,,,,,,,662.7777405,,1061.919336,,,,,,,,,,,
669,,,,,,,,,,,,,,,,662.7777405,663.6269365,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,662.7777405,780.4179941,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,662.7777405,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,64.0,,32.64,,,,,,,,,,,,,,,,,,
683,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,60.0,,,,,,,61490.0,,,,,,,,,,,,,
685,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,100.0,60.0,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,732.6818427,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,,-500.0,,,,932.0,,,,,,,,,,,,,,,,,,,,,,,
703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,,,,,,,,,,1106.0,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,,,,,,,570.0,,,,,,,,,,,,,,,,,,,,,,
720,,,,,,1247.0,,,,,,,,,,,,1031.076261,,,,,,,,,,,
721,,,,,,,,,,,,,,,,760.6082757,,855.0526039,,,,,,,,,,,
722,,,,,,,,,,,,,,,,760.6082757,,1145.991619,,,,,,,,,,,
723,,,,,,,,,,,,,,,,48332.0,899.2623909,,,,,,,,,,,,
724,,,,,,,,,,,,,,,,760.6082757,607.9420858,815.3452475,,,,,,,,,,,
725,,,,,,,,,,,,,,,,760.6082757,737.8098216,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,760.6082757,,938.0793958,,,,,,,,,,,
727,,,,,,,,,,,,,,,,760.6082757,,1005.282768,,,,,,,,,,,
728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,,,,,,,207.0,,,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,,,,,,,,,,,,,4845.24,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,4845.24,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,4845.24,,,,,,,,,,,,,,,,
755,,,,,,,,,,,,,4845.24,,,,,,,,,,,,,,,,
756,,,,,91.0,,,,,,,,4845.24,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,4845.24,,,,,,,,,,,,,,,,
758,,,,,,688.0,,,,,,,4845.24,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,4845.24,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,672.9965674,,,,,,,,,,,,
764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,,,,,,,3366.0,,,,,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,,,,,,,5565.0,,,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,100.0,,,,,,,,,10000.0,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,414.6560132,10000.0,,,,,,,,,,,,
777,,,,,,848.0,,,,,,,,,,44581.0,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,414.6560132,1270.327961,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,414.6560132,990.2115188,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,414.6560132,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,23703.0,757.8121973,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,414.6560132,1075.415681,,,,,,,,,,,,
783,,,,,,,,,,,,,,,,414.6560132,,,,,,,,,,,,,
784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,,,,,,,,,,,,,,,,,799.3782051,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,804.914802,,,,,,,,,,,
787,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,,,,,,,,,,,,,,,,,,808.7443366,,,,,,,,,,,
790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,,,,,,,,,,,,,,,,37514.0,946.1555103,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,,,,,528.0,,,,,834.0,,,,,,,610.8695367,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,715.7040605,,,,,,,,,,,,
809,,,,,,,,100.0,,,,,,,,,10000.0,,,,,,,,,,,,
810,,,,,,,,1464.0,,,,,,,,,,949.50237,,,,,,,,,,,
